Artist	Sort Artist	Album	Album Name	Sort Album	Year	Genre	Disc Number	Disc Count	Grouping	Track Number	Name	Time
The Smiths	Smiths, The	Last Night I Dreamt That Somebody Me	Last Night I Dreamt That Somebody Me	5555 - 1987m - Last Night I Dreamt That Somebody Loved Me	1987	Alternative	1	1	(EP) 12inch	1	Last Night I Dreamt That Somebody Me	05:04
The Smiths	Smiths, The	Last Night I Dreamt That Somebody Me	Last Night I Dreamt That Somebody Me	5555 - 1987m - Last Night I Dreamt That Somebody Loved Me	1987	Alternative	1	1	(EP) 12inch	2	Rusholme Ruffians	04:04
The Smiths	Smiths, The	Last Night I Dreamt That Somebody Me	Last Night I Dreamt That Somebody Me	5555 - 1987m - Last Night I Dreamt That Somebody Loved Me	1987	Alternative	1	1	(EP) 12inch	3	Nowhere Fast	02:39
Iron Maiden	Iron Maiden	Holy Smoke	Holy Smoke	5555 - 1990a - Holy Smoke	1990	Metal	1	1	(Single) 7inch	1	Holy Smoke	03:47
Iron Maiden	Iron Maiden	Holy Smoke	Holy Smoke	5555 - 1990a - Holy Smoke	1990	Metal	1	1	(Single) 7inch	2	All In Your Mind	05:58
Morrissey	Morrissey	Tomorrow	Tomorrow	5555 - 1992e - Tomorrow	1992	Alternative	1	1	(Single) CAS	1	Tomorrow	04:18
Morrissey	Morrissey	Tomorrow	Tomorrow	5555 - 1992e - Tomorrow	1992	Alternative	1	1	(Single) CAS	2	Let The Right One Slip In	02:30
The Smiths	Smiths, The	Sweet And Tender Hooligan	Sweet And Tender Hooligan	5555 - 1992m - Sweet And Tender Hooligan	1992	Alternative	1	1	(Single) 7inch	1	Sweet And Tender Hooligan	03:12
The Smiths	Smiths, The	Sweet And Tender Hooligan	Sweet And Tender Hooligan	5555 - 1992m - Sweet And Tender Hooligan	1992	Alternative	1	1	(Single) 7inch	2	I Keep Mine Hidden	01:59
Therapy?	Therapy?	Opal Mantra	Opal Mantra	5555 - 1993b - Opal Mantra	1993	Metal	1	1	(Single) 7inch	1	Opal Mantra	02:28
Therapy?	Therapy?	Opal Mantra	Opal Mantra	5555 - 1993b - Opal Mantra	1993	Metal	1	1	(Single) 7inch	2	Innocent X (Live)	03:36
Therapy?	Therapy?	Opal Mantra	Opal Mantra	5555 - 1993b - Opal Mantra	1993	Metal	1	1	(Single) 7inch	3	Potato Junkie (Live)	03:47
Therapy?	Therapy?	Opal Mantra	Opal Mantra	5555 - 1993b - Opal Mantra	1993	Metal	1	1	(Single) 7inch	4	Nausea (Live)	03:29
Therapy?	Therapy?	Die Laughing	Die Laughing	5555 - 1994e - Die Laughing	1994	Metal	1	1	(EP) 12inch	1	Die Laughing (David Holmes Mix 1)	08:23
Therapy?	Therapy?	Die Laughing	Die Laughing	5555 - 1994e - Die Laughing	1994	Metal	1	1	(EP) 12inch	2	Die Laughing (David Holmes Mix 2)	07:18
Therapy?	Therapy?	Trigger Inside/Nowhere	Trigger Inside/Nowhere	5555 - 1994f - Trigger Inside/Nowhere	1994	Metal	1	1	(EP) 12inch	1	Trigger Inside (Psycho Amigo Mix)	04:59
Therapy?	Therapy?	Trigger Inside/Nowhere	Trigger Inside/Nowhere	5555 - 1994f - Trigger Inside/Nowhere	1994	Metal	1	1	(EP) 12inch	2	Trigger Inside (Psycho Amigo Instrumental)	04:59
Therapy?	Therapy?	Trigger Inside/Nowhere	Trigger Inside/Nowhere	5555 - 1994f - Trigger Inside/Nowhere	1994	Metal	1	1	(EP) 12inch	3	Nowhere (Sabres Of Paradise Mix)	07:50
Therapy?	Therapy?	Trigger Inside/Nowhere	Trigger Inside/Nowhere	5555 - 1994f - Trigger Inside/Nowhere	1994	Metal	1	1	(EP) 12inch	4	Nowhere (Therapeutic Distortion Mix)	05:50
Therapy?	Therapy?	Lonely, Cryin', Only	Lonely, Cryin', Only	5555 - 1998d - Lonely, Cryin', Only	1998	Metal	1	1	(Single) 7inch	1	Lonely, Cryin', Only	02:40
Therapy?	Therapy?	Lonely, Cryin', Only	Lonely, Cryin', Only	5555 - 1998d - Lonely, Cryin', Only	1998	Metal	1	1	(Single) 7inch	2	Skyward (New Recording)	03:15
Suede	Suede, The	Everything Will Flow	Everything Will Flow	5555 - 1999e - Everything Will Flow	1999	Alternative	1	1	(EP) 12inch	1	Everything Will Flow (Rollo's Vocal)	
Suede	Suede, The	Everything Will Flow	Everything Will Flow	5555 - 1999e - Everything Will Flow	1999	Alternative	1	1	(EP) 12inch	2	Everything Will Flow (Rollo's Dub)	
Therapy?	Therapy?	Gimme Back My Brain	Gimme Back My Brain	5555 - 2001b - Gimme Back My Brain	2001	Metal	1	1	(Single) 7inch	1	Gimme Back My Brain	02:36
Therapy?	Therapy?	Gimme Back My Brain	Gimme Back My Brain	5555 - 2001b - Gimme Back My Brain	2001	Metal	1	1	(Single) 7inch	2	Gimm Therapy?	02:16
Therapy?	Therapy?	Gimme Back My Brain	Gimme Back My Brain	5555 - 2001b - Gimme Back My Brain	2001	Metal	1	1	(Single) 7inch	3	Gimme Gimme Shock Threatment	01:44
Therapy?	Therapy?	Gimme Back My Brain	Gimme Back My Brain	5555 - 2001b - Gimme Back My Brain	2001	Metal	1	1	(Single) 7inch	4	Gimme Gimme Gimme	02:02
Tori Amos	Amos, Tori	Don't Make Me Come To Vegas	Don't Make Me Come To Vegas	5555 - 2003a - Don't Make Me Come To Vegas	2003	Alternative	1	1	(EP) 12inch	1	Don't Make Me Come To Vegas (Timo On Tori)	07:45
Tori Amos	Amos, Tori	Don't Make Me Come To Vegas	Don't Make Me Come To Vegas	5555 - 2003a - Don't Make Me Come To Vegas	2003	Alternative	1	1	(EP) 12inch	2	Don't Make Me Come To Vegas (Timo On Tori Alternate Version)	06:45
Tori Amos	Amos, Tori	Don't Make Me Come To Vegas	Don't Make Me Come To Vegas	5555 - 2003a - Don't Make Me Come To Vegas	2003	Alternative	1	1	(EP) 12inch	3	Don't Make Me Come To Vegas (Timo On Tori Breaks Remix)	08:57
Morrissey	Morrissey	First Of The Gang To Die	First Of The Gang To Die	5555 - 2004d - First Of The Gang To Die	2004	Alternative	1	1	(Single) 7inch	1	First Of The Gang To Die	03:38
Morrissey	Morrissey	First Of The Gang To Die	First Of The Gang To Die	5555 - 2004d - First Of The Gang To Die	2004	Alternative	1	1	(Single) 7inch	2	My Life Is A Succession Of People Saying Goodbye	02:48
Pink Floyd	Pink Floyd	Live At Pompeii	Live At Pompeii	6666 - 1972 - Live At Pompeii	1972	Alternative	1	1	(Video) DVD	1	No tracklist	
Iron Maiden	Iron Maiden	Life After Death	Life After Death	6666 - 1985 - Life After Death	1985	Metal	1	1	(Video)	1	No tracklist	
The Cure	Cure, The	In Orange	In Orange	6666 - 1986 - In Orange	1986	Alternative	1	1	(Video)	1	No tracklist	
Joy Division	Joy Division	Here Are The Young Men	Here Are The Young Men	6666 - 1988 - Here Are The Young Men	1988	Alternative	1	1	(Video) VHS	1	No tracklist	
Iron Maiden	Iron Maiden	Maiden England	Maiden England	6666 - 1989 - Maiden England	1989	Metal	1	1	(Video) VHS	1	No tracklist	
Morrissey	Morrissey	Hulmerist	Hulmerist	6666 - 1990 - Hulmerist	1990	Alternative	1	1	(Video) VHS	1	No tracklist	
Queensrÿche	Queensryche	Operation: LiveCrime	Operation: LiveCrime	6666 - 1991 - Operation: LiveCrime	1991	Metal	1	1	(Video) VHS	1	No tracklist	
The Smiths	Smiths, The	Complete Picture	Complete Picture	6666 - 1992 - Complete Picture	1992	Alternative	1	1	(Video) DVD + VHS	1	No tracklist	
Morrissey	Morrissey	Live In Dallas	Live In Dallas	6666 - 1992 - Live In Dallas	1992	Alternative	1	1	(Video) VHS	1	No tracklist	
Morrissey	Morrissey	The Malady Lingers On	The Malady Lingers On	6666 - 1992 - The Malady Lingers On,	1992	Alternative	1	1	(Video) VHS	1	No tracklist	
Dream Theater	Dream Theater	Images And Words - Live In Tokyo	Images And Words - Live In Tokyo	6666 - 1993 - Images And Words - Live In Tokyo	1993	Metal	1	1	(Video) VHS	1	No tracklist	
Iron Maiden	Iron Maiden	Raising Hell	Raising Hell	6666 - 1993 - Raising Hell	1993	Metal	1	1	(Video) DVD	1	No tracklist	
Slayer	Slayer	Live Intrusion	Live Intrusion	6666 - 1995 - Live Intrusion	1995	Metal	1	1	(Video)	1	No tracklist	
Morrissey	Morrissey	Introducing Morrissey	Introducing Morrissey	6666 - 1996 - Introducing Morrissey	1996	Alternative	1	1	(Video) VHS	1	No tracklist	
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	1	Nutshell	04:57
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	2	Brother	05:27
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	3	No Excuses	04:57
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	4	Sludge Factory	04:36
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	5	Down In A Hole	05:46
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	6	Angry Chair	04:36
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	7	Rooster	06:41
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	8	Got Me Wrong	04:59
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	9	Heaven Beside You	05:38
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	10	Would?	03:43
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	11	Frogs	07:30
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	12	Over Now	07:12
Alice In Chains	Alice In Chains	MTV Unplugged	MTV Unplugged	6666 - 1996 - MTV Unplugged	1996	Metal	1	1	(Video)	13	Killer Is Me	05:23
Tori Amos	Amos, Tori	Live From NY	Live From NY	6666 - 1997 - Live From NY	1997	Alternative	1	1	(Video) VHS	1	No tracklist	
Dream Theater	Dream Theater	5 Years In A Live Time	5 Years In A Live Time	6666 - 1998 - 5 Years In A Live Time	1998	Metal	1	1	(Video) VHS	1	No tracklist	
The Tea Party	Tea Party, The	Illuminations	Illuminations	6666 - 1999 - Illuminations	1999	Metal	1	1	(Video) DVD	1	No tracklist	
Rammstein	Rammstein	Live Aus Berlin	Live Aus Berlin	6666 - 1999 - Live Aus Berlin	1999	Metal	1	1	(Video)	1	No tracklist	
Morrissey	Morrissey	Oye Esteban!	Oye Esteban!	6666 - 2000 - Oye Esteban!	2000	Alternative	1	1	(Video) DVD	1	No tracklist	
Metallica	Metallica	Classic Albums - Metallica	Classic Albums - Metallica	6666 - 2001 - Classic Albums - Metallica	2001	Metal	1	1	(Video)	1	No tracklist	
Iron Maiden	Iron Maiden	Classic Albums - The Number Of The Beast	Classic Albums - The Number Of The Beast	6666 - 2001 - Classic Albums - The Number Of The Beast	2001	Metal	1	1	(Video)	1	No tracklist	
Dream Theater	Dream Theater	Metropolis Part 2: Scenes From New York	Metropolis Part 2: Scenes From New York	6666 - 2001 - Metropolis Part 2: Scenes From New York	2001	Metal	1	1	(Video) DVD	1	No tracklist	
Nine Inch Nails	Nine Inch Nails	And All That Could Have Been	And All That Could Have Been	6666 - 2002 - And All That Could Have Been	2002	Metal	1	2	(Video) 2xDVD	1	No tracklist	
Muse	Muse	Hullabaloo	Hullabaloo	6666 - 2002 - Hullabaloo	2002	Alternative	1	2	(Video) 2xDVD	1	No tracklist	
The Gathering	Gathering, The	In Motion	In Motion	6666 - 2002 - In Motion	2002	Metal	1	1	(Video) DVD	1	No tracklist	
Suede	Suede	Introducing The Band	Introducing The Band	6666 - 2002 - Introducing The Band	2003	Alternative	1	1	(Video) DVD	1	No tracklist	
Suede	Suede	Lost In T.V.	Lost In T.V.	6666 - 2002 - Lost In T.V.	2002	Alternative	1	1	(Video) DVD	1	No tracklist	
Iron Maiden	Iron Maiden	Rock In Rio	Rock In Rio	6666 - 2002 - Rock In Rio	2002	Metal	1	2	(Video) 2xDVD	1	No tracklist	
Megadeth	Megadeth	Rude Awakening	Rude Awakening	6666 - 2002 - Rude Awakening	2002	Metal	1	1	(Video) DVD	1	No tracklist	
The Cure	Cure, The	Trilogy	Trilogy	6666 - 2002 - Trilogy	2002	Alternative	1	2	(Video) 2xDVD	1	No tracklist	
Life Of Agony	Life Of Agony	River Runs Again	River Runs Again	6666 - 2003 - River Runs Again	2003	Metal	1	1	(Video) DVD	1	No tracklist	
Rush	Rush	Rush In Rio	Rush In Rio	6666 - 2003 - Rush In Rio	2003	Alternative	1	1	(Video)	1	No tracklist	
Therapy?	Therapy?	Scopophobia	Scopophobia	6666 - 2003 - Scopophobia	2003	Metal	1	1	(Video) DVD	1	No tracklist	
Morrissey	Morrissey	First Of The Gang To Die	First Of The Gang To Die	6666 - 2004 - First Of The Gang To Die	2004	Alternative	1	1	(Single) CD + DVD	1	No tracklist	
Heather Nova	Nova, Heather	Live At The Union Chapel	Live At The Union Chapel	6666 - 2004 - Live At The Union Chapel	2004	Alternative	1	1	(Video) DVD	1	No tracklist	
Iron Maiden	Iron Maiden	The Early Days	The Early Days	6666 - 2004 - The Early Days	2004	Metal	1	2	(Video) 2xDVD	1	No tracklist	
Iron Maiden	Iron Maiden	Death On The Road	Death On The Road	6666 - 2005 - Death On The Road	2005	Metal	1	1	(Video)	1	No tracklist	
Tegan And Sara	Tegan And Sara	Live At The Phoenix	Live At The Phoenix	6666 - 2005 - Live At The Phoenix	2005	Alternative	1	1	(Video)	1	No tracklist	
Fates Warning	Fates Warning	Live In Athens	Live In Athens	6666 - 2005 - Live In Athens	2005	Metal	1	1	(Video)	1	No tracklist	
Morrissey	Morrissey	Who Put The M In Manchester?	Who Put The M In Manchester?	6666 - 2005 - Who Put The M In Manchester?	2005	Alternative	1	1	(Video) DVD	1	No tracklist	
Rammstein	Rammstein	Völkerball	Völkerball	6666 - 2006 - Völkerball	2006	Metal	1	1	(Video)	1	No tracklist	
Nine Inch Nails	Nine Inch Nails	Beside You In Time	Beside You In Time	6666 - 2007 - Beside You In Time	2007	Metal	1	1	(Video)	1	No tracklist	
Tegan And Sara	Tegan And Sara	The Con DVD	The Con DVD	6666 - 2007 - The Con DVD	2007	Alternative	1	1	(Video)	1	No tracklist	
Iron Maiden	Iron Maiden	Flight 666	Flight 666	6666 - 2009 - Flight 666	2009	Metal	1	1	(Video)	1	No tracklist	
Morrissey	Morrissey	25 Live!	25 Live!	6666 - 2013 - 25 Live!	2013	Alternative	1	1	(Video)	1	No tracklist	
Dream Theater	Dream Theater	Breaking The Fourth Wall	Breaking The Fourth Wall	6666 - 2014 - Breaking The Fourth Wall	2014	Metal	1	1	(Video)	1	No tracklist	
Morrissey	Morrissey	Practising Troublemaker	Practicing Troublemaker	8888 - 1995 - Practicing Troublemaker	1995	Alternative	1	1	(Bootleg) CD	1	No tracklist	
The Smiths	Smiths, The	Little Charmers	Little Charmers	9999 - 1983 - Little Charmers	1983	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Dream Theater	Dream Theater	Awake In Japan	Awake In Japan	9999 - 1995-01-24 - Awake In Japan	1995	Metal	1	1	(Video-Bootleg)	1	No tracklist	
Tori Amos	Amos, Tori	Dutch TV Appearances 1992-1998	Dutch TV Appearances 1992-1998	9999 - 1998 - Dutch TV Appearances 1992-1998	1998	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Heather Nova	Nova, Heather	Loreley 1998	Loreley 1998	9999 - 1998 - Loreley	1998	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Tori Amos	Amos, Tori	Sessions At West 54th	Sessions At West 54th	9999 - 1998 - Sessions At West 54th	1998	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Tori Amos	Amos, Tori	Storytellers	Storytellers	9999 - 1998 - Storytellers	1998	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Muse	Muse	Montreux Jazz Festival 2002	Montreux Jazz Festival 2002	9999 - 2002 - Montreux Jazz Festival 2002	2002	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	1	Untitled (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	2	Say Hello To The Angels (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	3	Stella Was A Diver And She Was Always Down (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	4	Leif Erikson (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	5	Roland (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	6	The New (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	7	PDA (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	8	Hands Away (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	9	NYC (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	10	Obstacle 1 (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	11	Specialist (Live)	
Interpol	Interpol	Underground	Underground	9999 - 2002 - Underground	2002	Alternative	1	1	(Video-Bootleg)	12	Obstacle 2 (Live)	
Dream Theater	Dream Theater	Bucharest, Romania 4th July 2002	Bucharest, Romania 4th July 2002	9999 - 2002-07-04 - Bucharest, Romania 4th July 2002	2002	Metal	1	1	(Video-Bootleg)	1	No tracklist	
Radiohead	Radiohead	Glastonbury 2003	Glastonbury 2003	9999 - 2003 - Glastonbury 2003	2003	Alternative	1	1	(Video-Bootleg)	1	No tracklist	
Iron Maiden	Iron Maiden	Rock The Ring	Rock The Ring	9999 - 2003 - Rock The Ring	2003	Metal	1	1	(Video-Bootleg)	1	No tracklist	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	1	Untitled (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	2	Obstacle 1 (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	3	Stella Was A Diver And She Was Always Down (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	4	Roland (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	5	Specialist (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	6	Hands Away (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	7	NYC (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	8	PDA (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	9	Song Seven (Live)	
Interpol	Interpol	The Black Sessions	The Black Sessions	9999 - 2004a - The Black Sessions	2004	Alternative	1	1	(Bootleg) LP	10	Obstacle 2 (Live)	
Dream Theater	Dream Theater	Dark Side Of The Moon	Dark Side Of The Moon	9999 - 2005 - Dark Side Of The Moon	2005	Metal	1	1	(Video-Bootleg)	1	No tracklist	
Interpol	Interpol	Live At Glastonbury	Live At Glastonbury	9999 - 2005 - Live At Glastonbury	2005	Alternative	1	1	(Video-Bootleg)	1	No tracklist	